,state,agi_stub,returns,agi,inc,wages,interest,dividends,business,capital_gains,s_corp,rent,year,total,top_01,top_05,top_10,top_50,agi_01,agi_05,agi_10,agi_50,total_agi,sum_agi_01,sum_agi_05,sum_agi_10,sum_agi_50,total_sal_amt,sum_sal_01,sum_sal_05,sum_sal_10,sum_sal_50,total_int_amt,sum_int_01,sum_int_05,sum_int_10,sum_int_50,total_div_amt,sum_div_01,sum_div_05,sum_div_10,sum_div_50,total_businc_amt,sum_businc_01,sum_businc_05,sum_businc_10,sum_businc_50,total_cpgain_amt,sum_cpgain_01,sum_cpgain_05,sum_cpgain_10,sum_cpgain_50,total_scorp_amt,sum_scorp_01,sum_scorp_05,sum_scorp_10,sum_scorp_50,agi_stub_cat
1521,NM,3,230360,3948754,4000558,3116096,23458,30844,244893,20683,7569,,2014,854909.0,8549.0,42745.0,85491.0,427455.0,313986.0,153299.0,112625.0,32680.0,46932439366.0,6441931062.0,13358985761.0,18913626891.0,39962254496.0,31394609418.0,2047326668.0,6328601876.0,10174830507.0,25869657084.0,373753248.0,109212908.0,175995606.0,214772432.0,329473437.0,944797788.0,368699489.0,564852204.0,659969670.0,886313260.0,1503893054.0,272398832.0,543396467.0,675652313.0,1116874523.0,2130694449.0,1341138737.0,1706888814.0,1846742289.0,2096994379.0,2160958564.0,1498853500.0,1863076383.0,1982008866.0,2151219490.0,"$10,000 under $25,000"
1522,NM,4,221860,7955285,8042399,6378265,38172,58339,193421,49709,30513,,2014,854909.0,8549.0,42745.0,85491.0,427455.0,313986.0,153299.0,112625.0,32680.0,46932439366.0,6441931062.0,13358985761.0,18913626891.0,39962254496.0,31394609418.0,2047326668.0,6328601876.0,10174830507.0,25869657084.0,373753248.0,109212908.0,175995606.0,214772432.0,329473437.0,944797788.0,368699489.0,564852204.0,659969670.0,886313260.0,1503893054.0,272398832.0,543396467.0,675652313.0,1116874523.0,2130694449.0,1341138737.0,1706888814.0,1846742289.0,2096994379.0,2160958564.0,1498853500.0,1863076383.0,1982008866.0,2151219490.0,"$25,000 under $50,000"
1523,NM,5,113740,6987907,7065375,5178692,37994,71569,141170,75983,48967,,2014,854909.0,8549.0,42745.0,85491.0,427455.0,313986.0,153299.0,112625.0,32680.0,46932439366.0,6441931062.0,13358985761.0,18913626891.0,39962254496.0,31394609418.0,2047326668.0,6328601876.0,10174830507.0,25869657084.0,373753248.0,109212908.0,175995606.0,214772432.0,329473437.0,944797788.0,368699489.0,564852204.0,659969670.0,886313260.0,1503893054.0,272398832.0,543396467.0,675652313.0,1116874523.0,2130694449.0,1341138737.0,1706888814.0,1846742289.0,2096994379.0,2160958564.0,1498853500.0,1863076383.0,1982008866.0,2151219490.0,"$50,000 under $75,000"
1524,NM,6,70590,6106954,6171157,4402827,35204,76908,122335,90564,63281,,2014,854909.0,8549.0,42745.0,85491.0,427455.0,313986.0,153299.0,112625.0,32680.0,46932439366.0,6441931062.0,13358985761.0,18913626891.0,39962254496.0,31394609418.0,2047326668.0,6328601876.0,10174830507.0,25869657084.0,373753248.0,109212908.0,175995606.0,214772432.0,329473437.0,944797788.0,368699489.0,564852204.0,659969670.0,886313260.0,1503893054.0,272398832.0,543396467.0,675652313.0,1116874523.0,2130694449.0,1341138737.0,1706888814.0,1846742289.0,2096994379.0,2160958564.0,1498853500.0,1863076383.0,1982008866.0,2151219490.0,"$75,000 under $100,000"
1525,NM,7,86480,11524553,11661108,7896571,82944,212900,297056,326599,273739,,2014,854909.0,8549.0,42745.0,85491.0,427455.0,313986.0,153299.0,112625.0,32680.0,46932439366.0,6441931062.0,13358985761.0,18913626891.0,39962254496.0,31394609418.0,2047326668.0,6328601876.0,10174830507.0,25869657084.0,373753248.0,109212908.0,175995606.0,214772432.0,329473437.0,944797788.0,368699489.0,564852204.0,659969670.0,886313260.0,1503893054.0,272398832.0,543396467.0,675652313.0,1116874523.0,2130694449.0,1341138737.0,1706888814.0,1846742289.0,2096994379.0,2160958564.0,1498853500.0,1863076383.0,1982008866.0,2151219490.0,"$100,000 under $200,000"
1526,NM,8,19530,5473051,5569840,3000538,68015,203158,274576,448669,509101,,2014,854909.0,8549.0,42745.0,85491.0,427455.0,313986.0,153299.0,112625.0,32680.0,46932439366.0,6441931062.0,13358985761.0,18913626891.0,39962254496.0,31394609418.0,2047326668.0,6328601876.0,10174830507.0,25869657084.0,373753248.0,109212908.0,175995606.0,214772432.0,329473437.0,944797788.0,368699489.0,564852204.0,659969670.0,886313260.0,1503893054.0,272398832.0,543396467.0,675652313.0,1116874523.0,2130694449.0,1341138737.0,1706888814.0,1846742289.0,2096994379.0,2160958564.0,1498853500.0,1863076383.0,1982008866.0,2151219490.0,"$200,000 under $500,000"
1527,NM,9,2350,1578999,1607453,612198,26057,80394,72521,250813,347975,,2014,854909.0,8549.0,42745.0,85491.0,427455.0,313986.0,153299.0,112625.0,32680.0,46932439366.0,6441931062.0,13358985761.0,18913626891.0,39962254496.0,31394609418.0,2047326668.0,6328601876.0,10174830507.0,25869657084.0,373753248.0,109212908.0,175995606.0,214772432.0,329473437.0,944797788.0,368699489.0,564852204.0,659969670.0,886313260.0,1503893054.0,272398832.0,543396467.0,675652313.0,1116874523.0,2130694449.0,1341138737.0,1706888814.0,1846742289.0,2096994379.0,2160958564.0,1498853500.0,1863076383.0,1982008866.0,2151219490.0,"$500,000 under $1,000,000"
1528,NM,10,1030,2874239,2913803,462739,53399,202174,85518,874188,884581,,2014,854909.0,8549.0,42745.0,85491.0,427455.0,313986.0,153299.0,112625.0,32680.0,46932439366.0,6441931062.0,13358985761.0,18913626891.0,39962254496.0,31394609418.0,2047326668.0,6328601876.0,10174830507.0,25869657084.0,373753248.0,109212908.0,175995606.0,214772432.0,329473437.0,944797788.0,368699489.0,564852204.0,659969670.0,886313260.0,1503893054.0,272398832.0,543396467.0,675652313.0,1116874523.0,2130694449.0,1341138737.0,1706888814.0,1846742289.0,2096994379.0,2160958564.0,1498853500.0,1863076383.0,1982008866.0,2151219490.0,"$1,000,000 or more"
1529,NY,0,9523840,754932479,765534068,493018630,11329133,23892739,26291056,86805921,49635608,,2014,8839665.0,88397.0,441983.0,883967.0,4419833.0,621650.0,211254.0,144858.0,39714.0,769644000000.0,226953000000.0,340278000000.0,416428000000.0,686623000000.0,488459000000.0,79420211183.0,157258000000.0,214287000000.0,424394000000.0,10711578037.0,7394457496.0,8421527641.0,8881675421.0,10223848822.0,23222452510.0,13284604176.0,17036724104.0,18635589172.0,22335829805.0,26695228936.0,5071114720.0,10605213555.0,12994369906.0,19172209044.0,84091143554.0,71218892677.0,78121353237.0,80197199062.0,83668331380.0,54474261813.0,40324703368.0,49703653194.0,51738321129.0,54286362120.0,No AGI Stub
1530,NY,1,124610,-19109740,-18952371,1236049,544377,451087,-459831,2252798,-4975743,,2014,8839665.0,88397.0,441983.0,883967.0,4419833.0,621650.0,211254.0,144858.0,39714.0,769644000000.0,226953000000.0,340278000000.0,416428000000.0,686623000000.0,488459000000.0,79420211183.0,157258000000.0,214287000000.0,424394000000.0,10711578037.0,7394457496.0,8421527641.0,8881675421.0,10223848822.0,23222452510.0,13284604176.0,17036724104.0,18635589172.0,22335829805.0,26695228936.0,5071114720.0,10605213555.0,12994369906.0,19172209044.0,84091143554.0,71218892677.0,78121353237.0,80197199062.0,83668331380.0,54474261813.0,40324703368.0,49703653194.0,51738321129.0,54286362120.0,Under $1
1531,NY,2,1529840,8038260,8345905,5563497,102263,190665,1712896,72868,-41660,,2014,8839665.0,88397.0,441983.0,883967.0,4419833.0,621650.0,211254.0,144858.0,39714.0,769644000000.0,226953000000.0,340278000000.0,416428000000.0,686623000000.0,488459000000.0,79420211183.0,157258000000.0,214287000000.0,424394000000.0,10711578037.0,7394457496.0,8421527641.0,8881675421.0,10223848822.0,23222452510.0,13284604176.0,17036724104.0,18635589172.0,22335829805.0,26695228936.0,5071114720.0,10605213555.0,12994369906.0,19172209044.0,84091143554.0,71218892677.0,78121353237.0,80197199062.0,83668331380.0,54474261813.0,40324703368.0,49703653194.0,51738321129.0,54286362120.0,"$1 under $10,000"
1532,NY,3,2088000,35268296,35944331,26027871,210186,412585,4168158,246818,75896,,2014,8839665.0,88397.0,441983.0,883967.0,4419833.0,621650.0,211254.0,144858.0,39714.0,769644000000.0,226953000000.0,340278000000.0,416428000000.0,686623000000.0,488459000000.0,79420211183.0,157258000000.0,214287000000.0,424394000000.0,10711578037.0,7394457496.0,8421527641.0,8881675421.0,10223848822.0,23222452510.0,13284604176.0,17036724104.0,18635589172.0,22335829805.0,26695228936.0,5071114720.0,10605213555.0,12994369906.0,19172209044.0,84091143554.0,71218892677.0,78121353237.0,80197199062.0,83668331380.0,54474261813.0,40324703368.0,49703653194.0,51738321129.0,54286362120.0,"$10,000 under $25,000"
1533,NY,4,2070780,75259884,76318930,62039852,340292,720829,2505553,528587,325531,,2014,8839665.0,88397.0,441983.0,883967.0,4419833.0,621650.0,211254.0,144858.0,39714.0,769644000000.0,226953000000.0,340278000000.0,416428000000.0,686623000000.0,488459000000.0,79420211183.0,157258000000.0,214287000000.0,424394000000.0,10711578037.0,7394457496.0,8421527641.0,8881675421.0,10223848822.0,23222452510.0,13284604176.0,17036724104.0,18635589172.0,22335829805.0,26695228936.0,5071114720.0,10605213555.0,12994369906.0,19172209044.0,84091143554.0,71218892677.0,78121353237.0,80197199062.0,83668331380.0,54474261813.0,40324703368.0,49703653194.0,51738321129.0,54286362120.0,"$25,000 under $50,000"
1534,NY,5,1248050,76699455,77639586,60623750,368099,930380,1685859,747688,490814,,2014,8839665.0,88397.0,441983.0,883967.0,4419833.0,621650.0,211254.0,144858.0,39714.0,769644000000.0,226953000000.0,340278000000.0,416428000000.0,686623000000.0,488459000000.0,79420211183.0,157258000000.0,214287000000.0,424394000000.0,10711578037.0,7394457496.0,8421527641.0,8881675421.0,10223848822.0,23222452510.0,13284604176.0,17036724104.0,18635589172.0,22335829805.0,26695228936.0,5071114720.0,10605213555.0,12994369906.0,19172209044.0,84091143554.0,71218892677.0,78121353237.0,80197199062.0,83668331380.0,54474261813.0,40324703368.0,49703653194.0,51738321129.0,54286362120.0,"$50,000 under $75,000"
1535,NY,6,804780,69715452,70423929,53204672,354248,983090,1479083,918531,624671,,2014,8839665.0,88397.0,441983.0,883967.0,4419833.0,621650.0,211254.0,144858.0,39714.0,769644000000.0,226953000000.0,340278000000.0,416428000000.0,686623000000.0,488459000000.0,79420211183.0,157258000000.0,214287000000.0,424394000000.0,10711578037.0,7394457496.0,8421527641.0,8881675421.0,10223848822.0,23222452510.0,13284604176.0,17036724104.0,18635589172.0,22335829805.0,26695228936.0,5071114720.0,10605213555.0,12994369906.0,19172209044.0,84091143554.0,71218892677.0,78121353237.0,80197199062.0,83668331380.0,54474261813.0,40324703368.0,49703653194.0,51738321129.0,54286362120.0,"$75,000 under $100,000"
1536,NY,7,1168790,158781229,160618659,119997455,886440,2885135,4234789,3423977,2960329,,2014,8839665.0,88397.0,441983.0,883967.0,4419833.0,621650.0,211254.0,144858.0,39714.0,769644000000.0,226953000000.0,340278000000.0,416428000000.0,686623000000.0,488459000000.0,79420211183.0,157258000000.0,214287000000.0,424394000000.0,10711578037.0,7394457496.0,8421527641.0,8881675421.0,10223848822.0,23222452510.0,13284604176.0,17036724104.0,18635589172.0,22335829805.0,26695228936.0,5071114720.0,10605213555.0,12994369906.0,19172209044.0,84091143554.0,71218892677.0,78121353237.0,80197199062.0,83668331380.0,54474261813.0,40324703368.0,49703653194.0,51738321129.0,54286362120.0,"$100,000 under $200,000"
1537,NY,8,370870,106553857,108508539,74561864,908429,3340049,5038266,5831072,7462942,,2014,8839665.0,88397.0,441983.0,883967.0,4419833.0,621650.0,211254.0,144858.0,39714.0,769644000000.0,226953000000.0,340278000000.0,416428000000.0,686623000000.0,488459000000.0,79420211183.0,157258000000.0,214287000000.0,424394000000.0,10711578037.0,7394457496.0,8421527641.0,8881675421.0,10223848822.0,23222452510.0,13284604176.0,17036724104.0,18635589172.0,22335829805.0,26695228936.0,5071114720.0,10605213555.0,12994369906.0,19172209044.0,84091143554.0,71218892677.0,78121353237.0,80197199062.0,83668331380.0,54474261813.0,40324703368.0,49703653194.0,51738321129.0,54286362120.0,"$200,000 under $500,000"
1538,NY,9,70690,48289803,49370153,28892365,613519,2039613,2341747,4929008,7610603,,2014,8839665.0,88397.0,441983.0,883967.0,4419833.0,621650.0,211254.0,144858.0,39714.0,769644000000.0,226953000000.0,340278000000.0,416428000000.0,686623000000.0,488459000000.0,79420211183.0,157258000000.0,214287000000.0,424394000000.0,10711578037.0,7394457496.0,8421527641.0,8881675421.0,10223848822.0,23222452510.0,13284604176.0,17036724104.0,18635589172.0,22335829805.0,26695228936.0,5071114720.0,10605213555.0,12994369906.0,19172209044.0,84091143554.0,71218892677.0,78121353237.0,80197199062.0,83668331380.0,54474261813.0,40324703368.0,49703653194.0,51738321129.0,54286362120.0,"$500,000 under $1,000,000"
1539,NY,10,47440,195435983,197316407,60871255,7001280,11939306,3584536,67854574,35102225,,2014,8839665.0,88397.0,441983.0,883967.0,4419833.0,621650.0,211254.0,144858.0,39714.0,769644000000.0,226953000000.0,340278000000.0,416428000000.0,686623000000.0,488459000000.0,79420211183.0,157258000000.0,214287000000.0,424394000000.0,10711578037.0,7394457496.0,8421527641.0,8881675421.0,10223848822.0,23222452510.0,13284604176.0,17036724104.0,18635589172.0,22335829805.0,26695228936.0,5071114720.0,10605213555.0,12994369906.0,19172209044.0,84091143554.0,71218892677.0,78121353237.0,80197199062.0,83668331380.0,54474261813.0,40324703368.0,49703653194.0,51738321129.0,54286362120.0,"$1,000,000 or more"
1540,NC,0,4380810,247012395,250671624,177723833,1877202,5432498,7486453,12162985,12837765,,2014,4078340.0,40783.0,203917.0,407834.0,2039170.0,386075.0,170289.0,121094.0,34960.0,249268000000.0,38402982518.0,76655911485.0,105542000000.0,212692000000.0,175970000000.0,17351284723.0,43693670450.0,64715595147.0,146589000000.0,1805715535.0,728267604.0,989993514.0,1143865838.0,1622492757.0,5310065401.0,1935739737.0,3114619406.0,3705148032.0,5008597816.0,7705316180.0,1030519297.0,2399387599.0,3124126719.0,5455934156.0,11887300464.0,7450419360.0,9538840447.0,10366212739.0,11722994592.0,13405070622.0,8686569729.0,11495493321.0,12253723458.0,13323438100.0,No AGI Stub
1541,NC,1,57620,-3876335,-3753689,388780,60670,76526,-242975,170431,-595378,,2014,4078340.0,40783.0,203917.0,407834.0,2039170.0,386075.0,170289.0,121094.0,34960.0,249268000000.0,38402982518.0,76655911485.0,105542000000.0,212692000000.0,175970000000.0,17351284723.0,43693670450.0,64715595147.0,146589000000.0,1805715535.0,728267604.0,989993514.0,1143865838.0,1622492757.0,5310065401.0,1935739737.0,3114619406.0,3705148032.0,5008597816.0,7705316180.0,1030519297.0,2399387599.0,3124126719.0,5455934156.0,11887300464.0,7450419360.0,9538840447.0,10366212739.0,11722994592.0,13405070622.0,8686569729.0,11495493321.0,12253723458.0,13323438100.0,Under $1
1542,NC,2,668930,3604417,3722452,2831458,37491,64418,419439,27983,-13760,,2014,4078340.0,40783.0,203917.0,407834.0,2039170.0,386075.0,170289.0,121094.0,34960.0,249268000000.0,38402982518.0,76655911485.0,105542000000.0,212692000000.0,175970000000.0,17351284723.0,43693670450.0,64715595147.0,146589000000.0,1805715535.0,728267604.0,989993514.0,1143865838.0,1622492757.0,5310065401.0,1935739737.0,3114619406.0,3705148032.0,5008597816.0,7705316180.0,1030519297.0,2399387599.0,3124126719.0,5455934156.0,11887300464.0,7450419360.0,9538840447.0,10366212739.0,11722994592.0,13405070622.0,8686569729.0,11495493321.0,12253723458.0,13323438100.0,"$1 under $10,000"
1543,NC,3,1074710,18397956,18688268,14435623,93412,157966,1397792,109993,42444,,2014,4078340.0,40783.0,203917.0,407834.0,2039170.0,386075.0,170289.0,121094.0,34960.0,249268000000.0,38402982518.0,76655911485.0,105542000000.0,212692000000.0,175970000000.0,17351284723.0,43693670450.0,64715595147.0,146589000000.0,1805715535.0,728267604.0,989993514.0,1143865838.0,1622492757.0,5310065401.0,1935739737.0,3114619406.0,3705148032.0,5008597816.0,7705316180.0,1030519297.0,2399387599.0,3124126719.0,5455934156.0,11887300464.0,7450419360.0,9538840447.0,10366212739.0,11722994592.0,13405070622.0,8686569729.0,11495493321.0,12253723458.0,13323438100.0,"$10,000 under $25,000"
1544,NC,4,1084210,38870790,39346650,32060913,142820,291119,1003953,238085,187613,,2014,4078340.0,40783.0,203917.0,407834.0,2039170.0,386075.0,170289.0,121094.0,34960.0,249268000000.0,38402982518.0,76655911485.0,105542000000.0,212692000000.0,175970000000.0,17351284723.0,43693670450.0,64715595147.0,146589000000.0,1805715535.0,728267604.0,989993514.0,1143865838.0,1622492757.0,5310065401.0,1935739737.0,3114619406.0,3705148032.0,5008597816.0,7705316180.0,1030519297.0,2399387599.0,3124126719.0,5455934156.0,11887300464.0,7450419360.0,9538840447.0,10366212739.0,11722994592.0,13405070622.0,8686569729.0,11495493321.0,12253723458.0,13323438100.0,"$25,000 under $50,000"
1545,NC,5,555440,34122032,34538190,26083636,151296,390208,736445,384230,262249,,2014,4078340.0,40783.0,203917.0,407834.0,2039170.0,386075.0,170289.0,121094.0,34960.0,249268000000.0,38402982518.0,76655911485.0,105542000000.0,212692000000.0,175970000000.0,17351284723.0,43693670450.0,64715595147.0,146589000000.0,1805715535.0,728267604.0,989993514.0,1143865838.0,1622492757.0,5310065401.0,1935739737.0,3114619406.0,3705148032.0,5008597816.0,7705316180.0,1030519297.0,2399387599.0,3124126719.0,5455934156.0,11887300464.0,7450419360.0,9538840447.0,10366212739.0,11722994592.0,13405070622.0,8686569729.0,11495493321.0,12253723458.0,13323438100.0,"$50,000 under $75,000"
1546,NC,6,349120,30220124,30561940,22426506,143902,411822,622760,442445,348386,,2014,4078340.0,40783.0,203917.0,407834.0,2039170.0,386075.0,170289.0,121094.0,34960.0,249268000000.0,38402982518.0,76655911485.0,105542000000.0,212692000000.0,175970000000.0,17351284723.0,43693670450.0,64715595147.0,146589000000.0,1805715535.0,728267604.0,989993514.0,1143865838.0,1622492757.0,5310065401.0,1935739737.0,3114619406.0,3705148032.0,5008597816.0,7705316180.0,1030519297.0,2399387599.0,3124126719.0,5455934156.0,11887300464.0,7450419360.0,9538840447.0,10366212739.0,11722994592.0,13405070622.0,8686569729.0,11495493321.0,12253723458.0,13323438100.0,"$75,000 under $100,000"
1547,NC,7,444520,59574748,60333011,43414359,315411,1186885,1469890,1648678,1556246,,2014,4078340.0,40783.0,203917.0,407834.0,2039170.0,386075.0,170289.0,121094.0,34960.0,249268000000.0,38402982518.0,76655911485.0,105542000000.0,212692000000.0,175970000000.0,17351284723.0,43693670450.0,64715595147.0,146589000000.0,1805715535.0,728267604.0,989993514.0,1143865838.0,1622492757.0,5310065401.0,1935739737.0,3114619406.0,3705148032.0,5008597816.0,7705316180.0,1030519297.0,2399387599.0,3124126719.0,5455934156.0,11887300464.0,7450419360.0,9538840447.0,10366212739.0,11722994592.0,13405070622.0,8686569729.0,11495493321.0,12253723458.0,13323438100.0,"$100,000 under $200,000"
1548,NC,8,120610,34257904,34889734,22850633,257227,1166663,1325431,2234986,3336123,,2014,4078340.0,40783.0,203917.0,407834.0,2039170.0,386075.0,170289.0,121094.0,34960.0,249268000000.0,38402982518.0,76655911485.0,105542000000.0,212692000000.0,175970000000.0,17351284723.0,43693670450.0,64715595147.0,146589000000.0,1805715535.0,728267604.0,989993514.0,1143865838.0,1622492757.0,5310065401.0,1935739737.0,3114619406.0,3705148032.0,5008597816.0,7705316180.0,1030519297.0,2399387599.0,3124126719.0,5455934156.0,11887300464.0,7450419360.0,9538840447.0,10366212739.0,11722994592.0,13405070622.0,8686569729.0,11495493321.0,12253723458.0,13323438100.0,"$200,000 under $500,000"
1549,NC,9,18210,12215366,12467942,6788702,124128,532262,412984,1367299,2529625,,2014,4078340.0,40783.0,203917.0,407834.0,2039170.0,386075.0,170289.0,121094.0,34960.0,249268000000.0,38402982518.0,76655911485.0,105542000000.0,212692000000.0,175970000000.0,17351284723.0,43693670450.0,64715595147.0,146589000000.0,1805715535.0,728267604.0,989993514.0,1143865838.0,1622492757.0,5310065401.0,1935739737.0,3114619406.0,3705148032.0,5008597816.0,7705316180.0,1030519297.0,2399387599.0,3124126719.0,5455934156.0,11887300464.0,7450419360.0,9538840447.0,10366212739.0,11722994592.0,13405070622.0,8686569729.0,11495493321.0,12253723458.0,13323438100.0,"$500,000 under $1,000,000"
1550,NC,10,7440,19625393,19877126,6443223,550845,1154629,340734,5538855,5184217,,2014,4078340.0,40783.0,203917.0,407834.0,2039170.0,386075.0,170289.0,121094.0,34960.0,249268000000.0,38402982518.0,76655911485.0,105542000000.0,212692000000.0,175970000000.0,17351284723.0,43693670450.0,64715595147.0,146589000000.0,1805715535.0,728267604.0,989993514.0,1143865838.0,1622492757.0,5310065401.0,1935739737.0,3114619406.0,3705148032.0,5008597816.0,7705316180.0,1030519297.0,2399387599.0,3124126719.0,5455934156.0,11887300464.0,7450419360.0,9538840447.0,10366212739.0,11722994592.0,13405070622.0,8686569729.0,11495493321.0,12253723458.0,13323438100.0,"$1,000,000 or more"
