,state,agi_stub,returns,agi,inc,wages,interest,dividends,business,capital_gains,s_corp,rent,year,total,top_01,top_05,top_10,top_50,agi_01,agi_05,agi_10,agi_50,total_agi,sum_agi_01,sum_agi_05,sum_agi_10,sum_agi_50,total_sal_amt,sum_sal_01,sum_sal_05,sum_sal_10,sum_sal_50,total_int_amt,sum_int_01,sum_int_05,sum_int_10,sum_int_50,total_div_amt,sum_div_01,sum_div_05,sum_div_10,sum_div_50,total_businc_amt,sum_businc_01,sum_businc_05,sum_businc_10,sum_businc_50,total_cpgain_amt,sum_cpgain_01,sum_cpgain_05,sum_cpgain_10,sum_cpgain_50,total_scorp_amt,sum_scorp_01,sum_scorp_05,sum_scorp_10,sum_scorp_50,agi_stub_cat
4667,OA,3,109400,1891446,1920129,3017337,71029,116235,185196,81224,9207,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,000 under $25,000"
4668,OA,4,133680,4833336,4880940,5169231,102665,203704,228011,147330,15079,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,000 under $50,000"
4669,OA,5,74420,4581770,4622009,4368520,85292,199659,179605,152079,22808,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,000 under $75,000"
4670,OA,6,47800,4143324,4177999,3774546,70718,176384,142371,157710,26099,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$75,000 under $100,000"
4671,OA,7,78900,10931646,11001730,9558385,184094,504440,395054,555473,86779,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$100,000 under $200,000"
4672,OA,8,41400,12474140,12542572,10453680,214492,650663,500118,923133,249801,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$200,000 under $500,000"
4673,OA,9,11630,8011408,8055546,6200266,141785,465861,246694,786608,373906,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$500,000 under $1,000,000"
4674,OA,10,7950,28193747,28290187,11962185,1047931,2366073,376599,8335903,3391819,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000 or more"
4675,PR,0,65100,2829205,2854704,1900914,98293,191127,138931,305282,90180,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No AGI Stub
4676,PR,1,5460,-343993,-340574,24570,5552,31291,-18420,10068,-138415,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under $1
4677,PR,2,11690,59092,62179,69333,1170,3056,14590,365,625,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1 under $10,000"
4678,PR,3,14600,249124,251698,165048,2560,6070,21970,1925,1663,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,000 under $25,000"
4679,PR,4,15280,556371,560318,343736,5172,12696,29290,3388,9267,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,000 under $50,000"
4680,PR,5,8940,548506,551396,404405,4709,11354,15223,3147,2518,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,000 under $75,000"
4681,PR,6,4320,370869,372255,272000,4306,10983,9652,3843,1085,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$75,000 under $100,000"
4682,PR,7,3630,474847,477521,334717,9651,24698,28488,12905,2815,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$100,000 under $200,000"
4683,PR,8,920,257249,259891,159870,14355,36765,17474,22062,11556,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$200,000 under $500,000"
4684,PR,9,140,94850,95653,37799,13032,13600,3198,11863,15333,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$500,000 under $1,000,000"
4685,PR,10,130,562290,564367,89436,37786,40614,17466,235716,183733,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000 or more"
4686,US,0,164041940,12555618999,12702402100,8390581092,126333222,322842761,344749061,1121205810,712886393,,2020,151817902.0,1518179.0,7590895.0,15181790.0,75908951.0,561351.0,224069.0,154684.0,44119.0,12759477325.0,2750493942.0,4708307838.0,6101152331.0,11109514013.0,8306558325.0,981517130.0,2320639925.0,3344963336.0,7091602837.0,119167705.0,55839378.0,72909056.0,82119364.0,109256555.0,314711396.0,153838803.0,210379681.0,237191061.0,299139113.0,362244547.0,57821530.0,130612642.0,168669633.0,283016547.0,1096589814.0,814683250.0,957959745.0,1007517967.0,1086263424.0,807790191.0,569492455.0,719355990.0,757749602.0,807701455.0,No AGI Stub
4687,US,1,5442540,-271457302,-268358485,29819065,6803689,6637464,-18833718,21508806,-95789785,,2020,151817902.0,1518179.0,7590895.0,15181790.0,75908951.0,561351.0,224069.0,154684.0,44119.0,12759477325.0,2750493942.0,4708307838.0,6101152331.0,11109514013.0,8306558325.0,981517130.0,2320639925.0,3344963336.0,7091602837.0,119167705.0,55839378.0,72909056.0,82119364.0,109256555.0,314711396.0,153838803.0,210379681.0,237191061.0,299139113.0,362244547.0,57821530.0,130612642.0,168669633.0,283016547.0,1096589814.0,814683250.0,957959745.0,1007517967.0,1086263424.0,807790191.0,569492455.0,719355990.0,757749602.0,807701455.0,Under $1
4688,US,2,20515530,99270881,102937913,75542910,1745583,2586249,9963871,911882,-1775737,,2020,151817902.0,1518179.0,7590895.0,15181790.0,75908951.0,561351.0,224069.0,154684.0,44119.0,12759477325.0,2750493942.0,4708307838.0,6101152331.0,11109514013.0,8306558325.0,981517130.0,2320639925.0,3344963336.0,7091602837.0,119167705.0,55839378.0,72909056.0,82119364.0,109256555.0,314711396.0,153838803.0,210379681.0,237191061.0,299139113.0,362244547.0,57821530.0,130612642.0,168669633.0,283016547.0,1096589814.0,814683250.0,957959745.0,1007517967.0,1086263424.0,807790191.0,569492455.0,719355990.0,757749602.0,807701455.0,"$1 under $10,000"
4689,US,3,30208360,525030858,534185826,353287280,3711307,5839621,38115964,3806699,-481916,,2020,151817902.0,1518179.0,7590895.0,15181790.0,75908951.0,561351.0,224069.0,154684.0,44119.0,12759477325.0,2750493942.0,4708307838.0,6101152331.0,11109514013.0,8306558325.0,981517130.0,2320639925.0,3344963336.0,7091602837.0,119167705.0,55839378.0,72909056.0,82119364.0,109256555.0,314711396.0,153838803.0,210379681.0,237191061.0,299139113.0,362244547.0,57821530.0,130612642.0,168669633.0,283016547.0,1096589814.0,814683250.0,957959745.0,1007517967.0,1086263424.0,807790191.0,569492455.0,719355990.0,757749602.0,807701455.0,"$10,000 under $25,000"
4690,US,4,39117390,1422279780,1438433051,1102591863,6119570,10781469,40637897,9531094,3804092,,2020,151817902.0,1518179.0,7590895.0,15181790.0,75908951.0,561351.0,224069.0,154684.0,44119.0,12759477325.0,2750493942.0,4708307838.0,6101152331.0,11109514013.0,8306558325.0,981517130.0,2320639925.0,3344963336.0,7091602837.0,119167705.0,55839378.0,72909056.0,82119364.0,109256555.0,314711396.0,153838803.0,210379681.0,237191061.0,299139113.0,362244547.0,57821530.0,130612642.0,168669633.0,283016547.0,1096589814.0,814683250.0,957959745.0,1007517967.0,1086263424.0,807790191.0,569492455.0,719355990.0,757749602.0,807701455.0,"$25,000 under $50,000"
4691,US,5,22644260,1391425600,1406529409,1061577806,6857842,13994450,32082089,14380193,8310300,,2020,151817902.0,1518179.0,7590895.0,15181790.0,75908951.0,561351.0,224069.0,154684.0,44119.0,12759477325.0,2750493942.0,4708307838.0,6101152331.0,11109514013.0,8306558325.0,981517130.0,2320639925.0,3344963336.0,7091602837.0,119167705.0,55839378.0,72909056.0,82119364.0,109256555.0,314711396.0,153838803.0,210379681.0,237191061.0,299139113.0,362244547.0,57821530.0,130612642.0,168669633.0,283016547.0,1096589814.0,814683250.0,957959745.0,1007517967.0,1086263424.0,807790191.0,569492455.0,719355990.0,757749602.0,807701455.0,"$50,000 under $75,000"
4692,US,6,14313280,1240454578,1252641572,914359664,6859468,15248934,27376416,18078629,11050956,,2020,151817902.0,1518179.0,7590895.0,15181790.0,75908951.0,561351.0,224069.0,154684.0,44119.0,12759477325.0,2750493942.0,4708307838.0,6101152331.0,11109514013.0,8306558325.0,981517130.0,2320639925.0,3344963336.0,7091602837.0,119167705.0,55839378.0,72909056.0,82119364.0,109256555.0,314711396.0,153838803.0,210379681.0,237191061.0,299139113.0,362244547.0,57821530.0,130612642.0,168669633.0,283016547.0,1096589814.0,814683250.0,957959745.0,1007517967.0,1086263424.0,807790191.0,569492455.0,719355990.0,757749602.0,807701455.0,"$75,000 under $100,000"
4693,US,7,22395780,3053966117,3085994650,2253144738,18548742,48943425,73221072,77692941,54497866,,2020,151817902.0,1518179.0,7590895.0,15181790.0,75908951.0,561351.0,224069.0,154684.0,44119.0,12759477325.0,2750493942.0,4708307838.0,6101152331.0,11109514013.0,8306558325.0,981517130.0,2320639925.0,3344963336.0,7091602837.0,119167705.0,55839378.0,72909056.0,82119364.0,109256555.0,314711396.0,153838803.0,210379681.0,237191061.0,299139113.0,362244547.0,57821530.0,130612642.0,168669633.0,283016547.0,1096589814.0,814683250.0,957959745.0,1007517967.0,1086263424.0,807790191.0,569492455.0,719355990.0,757749602.0,807701455.0,"$100,000 under $200,000"
4694,US,8,7563550,2171157478,2200524928,1511301918,17972186,58625847,77795519,141932609,141777850,,2020,151817902.0,1518179.0,7590895.0,15181790.0,75908951.0,561351.0,224069.0,154684.0,44119.0,12759477325.0,2750493942.0,4708307838.0,6101152331.0,11109514013.0,8306558325.0,981517130.0,2320639925.0,3344963336.0,7091602837.0,119167705.0,55839378.0,72909056.0,82119364.0,109256555.0,314711396.0,153838803.0,210379681.0,237191061.0,299139113.0,362244547.0,57821530.0,130612642.0,168669633.0,283016547.0,1096589814.0,814683250.0,957959745.0,1007517967.0,1086263424.0,807790191.0,569492455.0,719355990.0,757749602.0,807701455.0,"$200,000 under $500,000"
4695,US,9,1232700,830115434,843239424,483334684,9910408,32559379,30135089,103277784,133498661,,2020,151817902.0,1518179.0,7590895.0,15181790.0,75908951.0,561351.0,224069.0,154684.0,44119.0,12759477325.0,2750493942.0,4708307838.0,6101152331.0,11109514013.0,8306558325.0,981517130.0,2320639925.0,3344963336.0,7091602837.0,119167705.0,55839378.0,72909056.0,82119364.0,109256555.0,314711396.0,153838803.0,210379681.0,237191061.0,299139113.0,362244547.0,57821530.0,130612642.0,168669633.0,283016547.0,1096589814.0,814683250.0,957959745.0,1007517967.0,1086263424.0,807790191.0,569492455.0,719355990.0,757749602.0,807701455.0,"$500,000 under $1,000,000"
4696,US,10,608540,2093375575,2106273812,605621164,47804427,127625923,34254862,730085173,457994106,,2020,151817902.0,1518179.0,7590895.0,15181790.0,75908951.0,561351.0,224069.0,154684.0,44119.0,12759477325.0,2750493942.0,4708307838.0,6101152331.0,11109514013.0,8306558325.0,981517130.0,2320639925.0,3344963336.0,7091602837.0,119167705.0,55839378.0,72909056.0,82119364.0,109256555.0,314711396.0,153838803.0,210379681.0,237191061.0,299139113.0,362244547.0,57821530.0,130612642.0,168669633.0,283016547.0,1096589814.0,814683250.0,957959745.0,1007517967.0,1086263424.0,807790191.0,569492455.0,719355990.0,757749602.0,807701455.0,"$1,000,000 or more"
4697,AL,0,2246870,136898878,138402925,94539127,1037138,2440092,3386805,7357151,8053395,,2020,2070175.0,20702.0,103509.0,207018.0,1035088.0,404560.3,181535.0,131971.0,38003.0,138244177.0,22933041.0,43323135.0,59154625.0,118382751.0,93537389.0,7933867.0,21664580.0,33407131.0,78400464.0,989069.0,326853.0,489055.0,580329.0,876647.0,2384647.0,1069838.0,1527740.0,1746193.0,2260499.0,3636140.0,690705.0,1493115.0,1843650.0,2877419.0,7189747.0,5094054.0,6130910.0,6499142.0,7111234.0,8772369.0,6752421.0,8101954.0,8416349.0,8794627.0,No AGI Stub
4698,AL,1,84760,-2180700,-2147035,277929,44263,40663,-263408,145819,-727523,,2020,2070175.0,20702.0,103509.0,207018.0,1035088.0,404560.3,181535.0,131971.0,38003.0,138244177.0,22933041.0,43323135.0,59154625.0,118382751.0,93537389.0,7933867.0,21664580.0,33407131.0,78400464.0,989069.0,326853.0,489055.0,580329.0,876647.0,2384647.0,1069838.0,1527740.0,1746193.0,2260499.0,3636140.0,690705.0,1493115.0,1843650.0,2877419.0,7189747.0,5094054.0,6130910.0,6499142.0,7111234.0,8772369.0,6752421.0,8101954.0,8416349.0,8794627.0,Under $1
4699,AL,2,294220,1458820,1510064,1114396,22323,25054,126687,11217,-18962,,2020,2070175.0,20702.0,103509.0,207018.0,1035088.0,404560.3,181535.0,131971.0,38003.0,138244177.0,22933041.0,43323135.0,59154625.0,118382751.0,93537389.0,7933867.0,21664580.0,33407131.0,78400464.0,989069.0,326853.0,489055.0,580329.0,876647.0,2384647.0,1069838.0,1527740.0,1746193.0,2260499.0,3636140.0,690705.0,1493115.0,1843650.0,2877419.0,7189747.0,5094054.0,6130910.0,6499142.0,7111234.0,8772369.0,6752421.0,8101954.0,8416349.0,8794627.0,"$1 under $10,000"
4700,AL,3,490940,8536257,8668662,6227767,50396,56206,486661,36970,-8017,,2020,2070175.0,20702.0,103509.0,207018.0,1035088.0,404560.3,181535.0,131971.0,38003.0,138244177.0,22933041.0,43323135.0,59154625.0,118382751.0,93537389.0,7933867.0,21664580.0,33407131.0,78400464.0,989069.0,326853.0,489055.0,580329.0,876647.0,2384647.0,1069838.0,1527740.0,1746193.0,2260499.0,3636140.0,690705.0,1493115.0,1843650.0,2877419.0,7189747.0,5094054.0,6130910.0,6499142.0,7111234.0,8772369.0,6752421.0,8101954.0,8416349.0,8794627.0,"$10,000 under $25,000"
4701,AL,4,554350,19926249,20125143,15976249,81228,103815,300222,89702,27939,,2020,2070175.0,20702.0,103509.0,207018.0,1035088.0,404560.3,181535.0,131971.0,38003.0,138244177.0,22933041.0,43323135.0,59154625.0,118382751.0,93537389.0,7933867.0,21664580.0,33407131.0,78400464.0,989069.0,326853.0,489055.0,580329.0,876647.0,2384647.0,1069838.0,1527740.0,1746193.0,2260499.0,3636140.0,690705.0,1493115.0,1843650.0,2877419.0,7189747.0,5094054.0,6130910.0,6499142.0,7111234.0,8772369.0,6752421.0,8101954.0,8416349.0,8794627.0,"$25,000 under $50,000"
4702,AL,5,290340,17805549,17975584,13682144,85461,132680,298345,134527,72572,,2020,2070175.0,20702.0,103509.0,207018.0,1035088.0,404560.3,181535.0,131971.0,38003.0,138244177.0,22933041.0,43323135.0,59154625.0,118382751.0,93537389.0,7933867.0,21664580.0,33407131.0,78400464.0,989069.0,326853.0,489055.0,580329.0,876647.0,2384647.0,1069838.0,1527740.0,1746193.0,2260499.0,3636140.0,690705.0,1493115.0,1843650.0,2877419.0,7189747.0,5094054.0,6130910.0,6499142.0,7111234.0,8772369.0,6752421.0,8101954.0,8416349.0,8794627.0,"$50,000 under $75,000"
4703,AL,6,181260,15707705,15844799,11616928,84920,150806,280169,176934,109392,,2020,2070175.0,20702.0,103509.0,207018.0,1035088.0,404560.3,181535.0,131971.0,38003.0,138244177.0,22933041.0,43323135.0,59154625.0,118382751.0,93537389.0,7933867.0,21664580.0,33407131.0,78400464.0,989069.0,326853.0,489055.0,580329.0,876647.0,2384647.0,1069838.0,1527740.0,1746193.0,2260499.0,3636140.0,690705.0,1493115.0,1843650.0,2877419.0,7189747.0,5094054.0,6130910.0,6499142.0,7111234.0,8772369.0,6752421.0,8101954.0,8416349.0,8794627.0,"$75,000 under $100,000"
4704,AL,7,267650,36143472,36474114,26759649,202484,463832,769434,748422,617882,,2020,2070175.0,20702.0,103509.0,207018.0,1035088.0,404560.3,181535.0,131971.0,38003.0,138244177.0,22933041.0,43323135.0,59154625.0,118382751.0,93537389.0,7933867.0,21664580.0,33407131.0,78400464.0,989069.0,326853.0,489055.0,580329.0,876647.0,2384647.0,1069838.0,1527740.0,1746193.0,2260499.0,3636140.0,690705.0,1493115.0,1843650.0,2877419.0,7189747.0,5094054.0,6130910.0,6499142.0,7111234.0,8772369.0,6752421.0,8101954.0,8416349.0,8794627.0,"$100,000 under $200,000"
4705,AL,8,68790,19302651,19571754,12501380,168985,487892,855393,1171506,1655136,,2020,2070175.0,20702.0,103509.0,207018.0,1035088.0,404560.3,181535.0,131971.0,38003.0,138244177.0,22933041.0,43323135.0,59154625.0,118382751.0,93537389.0,7933867.0,21664580.0,33407131.0,78400464.0,989069.0,326853.0,489055.0,580329.0,876647.0,2384647.0,1069838.0,1527740.0,1746193.0,2260499.0,3636140.0,690705.0,1493115.0,1843650.0,2877419.0,7189747.0,5094054.0,6130910.0,6499142.0,7111234.0,8772369.0,6752421.0,8101954.0,8416349.0,8794627.0,"$200,000 under $500,000"
4706,AL,9,9830,6634103,6745445,3295679,83604,257387,308825,776166,1565620,,2020,2070175.0,20702.0,103509.0,207018.0,1035088.0,404560.3,181535.0,131971.0,38003.0,138244177.0,22933041.0,43323135.0,59154625.0,118382751.0,93537389.0,7933867.0,21664580.0,33407131.0,78400464.0,989069.0,326853.0,489055.0,580329.0,876647.0,2384647.0,1069838.0,1527740.0,1746193.0,2260499.0,3636140.0,690705.0,1493115.0,1843650.0,2877419.0,7189747.0,5094054.0,6130910.0,6499142.0,7111234.0,8772369.0,6752421.0,8101954.0,8416349.0,8794627.0,"$500,000 under $1,000,000"
4707,AL,10,4750,13564772,13634395,3087006,213474,721757,224477,4065888,4759356,,2020,2070175.0,20702.0,103509.0,207018.0,1035088.0,404560.3,181535.0,131971.0,38003.0,138244177.0,22933041.0,43323135.0,59154625.0,118382751.0,93537389.0,7933867.0,21664580.0,33407131.0,78400464.0,989069.0,326853.0,489055.0,580329.0,876647.0,2384647.0,1069838.0,1527740.0,1746193.0,2260499.0,3636140.0,690705.0,1493115.0,1843650.0,2877419.0,7189747.0,5094054.0,6130910.0,6499142.0,7111234.0,8772369.0,6752421.0,8101954.0,8416349.0,8794627.0,"$1,000,000 or more"
4708,AK,0,359870,26149461,26433770,18047447,190121,432815,708797,1127815,1377804,,2020,332543.0,3325.0,16627.0,33254.0,166272.0,466905.12,215395.1,160856.8,50727.0,26445925.0,3324241.0,7181248.0,10237113.0,22392816.0,17869000.0,1205501.0,3642208.0,5823534.0,14780067.0,180354.0,54646.0,86847.0,103971.0,162006.0,424395.0,131686.0,218776.0,261985.0,386509.0,773329.0,84514.0,243502.0,334263.0,633903.0,1094566.0,520192.0,781893.0,883600.0,1068118.0,1583777.0,1105268.0,1409138.0,1483137.0,1584627.0,No AGI Stub
4709,AK,1,9540,-445588,-438447,65066,8923,5821,-70655,28912,-207020,,2020,332543.0,3325.0,16627.0,33254.0,166272.0,466905.12,215395.1,160856.8,50727.0,26445925.0,3324241.0,7181248.0,10237113.0,22392816.0,17869000.0,1205501.0,3642208.0,5823534.0,14780067.0,180354.0,54646.0,86847.0,103971.0,162006.0,424395.0,131686.0,218776.0,261985.0,386509.0,773329.0,84514.0,243502.0,334263.0,633903.0,1094566.0,520192.0,781893.0,883600.0,1068118.0,1583777.0,1105268.0,1409138.0,1483137.0,1584627.0,Under $1
4710,AK,2,47930,201497,207264,130513,2632,7106,7624,2510,-3979,,2020,332543.0,3325.0,16627.0,33254.0,166272.0,466905.12,215395.1,160856.8,50727.0,26445925.0,3324241.0,7181248.0,10237113.0,22392816.0,17869000.0,1205501.0,3642208.0,5823534.0,14780067.0,180354.0,54646.0,86847.0,103971.0,162006.0,424395.0,131686.0,218776.0,261985.0,386509.0,773329.0,84514.0,243502.0,334263.0,633903.0,1094566.0,520192.0,781893.0,883600.0,1068118.0,1583777.0,1105268.0,1409138.0,1483137.0,1584627.0,"$1 under $10,000"
4711,AK,3,53750,942742,954963,661584,5330,11793,47473,6552,-626,,2020,332543.0,3325.0,16627.0,33254.0,166272.0,466905.12,215395.1,160856.8,50727.0,26445925.0,3324241.0,7181248.0,10237113.0,22392816.0,17869000.0,1205501.0,3642208.0,5823534.0,14780067.0,180354.0,54646.0,86847.0,103971.0,162006.0,424395.0,131686.0,218776.0,261985.0,386509.0,773329.0,84514.0,243502.0,334263.0,633903.0,1094566.0,520192.0,781893.0,883600.0,1068118.0,1583777.0,1105268.0,1409138.0,1483137.0,1584627.0,"$10,000 under $25,000"
4712,AK,4,80280,2942307,2970351,2320977,10421,20329,87518,19583,3644,,2020,332543.0,3325.0,16627.0,33254.0,166272.0,466905.12,215395.1,160856.8,50727.0,26445925.0,3324241.0,7181248.0,10237113.0,22392816.0,17869000.0,1205501.0,3642208.0,5823534.0,14780067.0,180354.0,54646.0,86847.0,103971.0,162006.0,424395.0,131686.0,218776.0,261985.0,386509.0,773329.0,84514.0,243502.0,334263.0,633903.0,1094566.0,520192.0,781893.0,883600.0,1068118.0,1583777.0,1105268.0,1409138.0,1483137.0,1584627.0,"$25,000 under $50,000"
4713,AK,5,51500,3174314,3204861,2431822,14224,26807,80609,30258,12421,,2020,332543.0,3325.0,16627.0,33254.0,166272.0,466905.12,215395.1,160856.8,50727.0,26445925.0,3324241.0,7181248.0,10237113.0,22392816.0,17869000.0,1205501.0,3642208.0,5823534.0,14780067.0,180354.0,54646.0,86847.0,103971.0,162006.0,424395.0,131686.0,218776.0,261985.0,386509.0,773329.0,84514.0,243502.0,334263.0,633903.0,1094566.0,520192.0,781893.0,883600.0,1068118.0,1583777.0,1105268.0,1409138.0,1483137.0,1584627.0,"$50,000 under $75,000"
4714,AK,6,36140,3136716,3163065,2304266,15008,30426,69959,41226,21164,,2020,332543.0,3325.0,16627.0,33254.0,166272.0,466905.12,215395.1,160856.8,50727.0,26445925.0,3324241.0,7181248.0,10237113.0,22392816.0,17869000.0,1205501.0,3642208.0,5823534.0,14780067.0,180354.0,54646.0,86847.0,103971.0,162006.0,424395.0,131686.0,218776.0,261985.0,386509.0,773329.0,84514.0,243502.0,334263.0,633903.0,1094566.0,520192.0,781893.0,883600.0,1068118.0,1583777.0,1105268.0,1409138.0,1483137.0,1584627.0,"$75,000 under $100,000"
4715,AK,7,60880,8347619,8421693,6019665,42760,100557,223023,187635,122658,,2020,332543.0,3325.0,16627.0,33254.0,166272.0,466905.12,215395.1,160856.8,50727.0,26445925.0,3324241.0,7181248.0,10237113.0,22392816.0,17869000.0,1205501.0,3642208.0,5823534.0,14780067.0,180354.0,54646.0,86847.0,103971.0,162006.0,424395.0,131686.0,218776.0,261985.0,386509.0,773329.0,84514.0,243502.0,334263.0,633903.0,1094566.0,520192.0,781893.0,883600.0,1068118.0,1583777.0,1105268.0,1409138.0,1483137.0,1584627.0,"$100,000 under $200,000"
4716,AK,8,16930,4720063,4778014,3020650,38422,104319,183969,310762,353240,,2020,332543.0,3325.0,16627.0,33254.0,166272.0,466905.12,215395.1,160856.8,50727.0,26445925.0,3324241.0,7181248.0,10237113.0,22392816.0,17869000.0,1205501.0,3642208.0,5823534.0,14780067.0,180354.0,54646.0,86847.0,103971.0,162006.0,424395.0,131686.0,218776.0,261985.0,386509.0,773329.0,84514.0,243502.0,334263.0,633903.0,1094566.0,520192.0,781893.0,883600.0,1068118.0,1583777.0,1105268.0,1409138.0,1483137.0,1584627.0,"$200,000 under $500,000"
4717,AK,9,2100,1387349,1411142,671471,18367,45939,64140,171896,312930,,2020,332543.0,3325.0,16627.0,33254.0,166272.0,466905.12,215395.1,160856.8,50727.0,26445925.0,3324241.0,7181248.0,10237113.0,22392816.0,17869000.0,1205501.0,3642208.0,5823534.0,14780067.0,180354.0,54646.0,86847.0,103971.0,162006.0,424395.0,131686.0,218776.0,261985.0,386509.0,773329.0,84514.0,243502.0,334263.0,633903.0,1094566.0,520192.0,781893.0,883600.0,1068118.0,1583777.0,1105268.0,1409138.0,1483137.0,1584627.0,"$500,000 under $1,000,000"
4718,AK,10,830,1742442,1760864,421433,34034,79718,15137,328481,763372,,2020,332543.0,3325.0,16627.0,33254.0,166272.0,466905.12,215395.1,160856.8,50727.0,26445925.0,3324241.0,7181248.0,10237113.0,22392816.0,17869000.0,1205501.0,3642208.0,5823534.0,14780067.0,180354.0,54646.0,86847.0,103971.0,162006.0,424395.0,131686.0,218776.0,261985.0,386509.0,773329.0,84514.0,243502.0,334263.0,633903.0,1094566.0,520192.0,781893.0,883600.0,1068118.0,1583777.0,1105268.0,1409138.0,1483137.0,1584627.0,"$1,000,000 or more"
4719,AZ,0,3450640,240960448,243605906,158752765,2138984,5596658,6577451,20311613,14028673,,2020,3215618.0,32156.0,160781.0,321562.0,1607809.0,485146.45,204753.15,144061.0,41941.0,245258932.0,47103663.0,84035268.0,111268058.0,210958892.0,157239175.0,15696940.0,39592726.0,58587108.0,131460188.0,2010643.0,763168.0,1102902.0,1293361.0,1817140.0,5466505.0,2329502.0,3360716.0,3888226.0,5124827.0,6960907.0,1000927.0,2245315.0,2940014.0,5256775.0,19925513.0,13971525.0,17016317.0,18118913.0,19739747.0,15527267.0,10824751.0,13694226.0,14488758.0,15523583.0,No AGI Stub
4720,AZ,1,127590,-5507908,-5445547,476346,124004,113517,-407314,350006,-1513252,,2020,3215618.0,32156.0,160781.0,321562.0,1607809.0,485146.45,204753.15,144061.0,41941.0,245258932.0,47103663.0,84035268.0,111268058.0,210958892.0,157239175.0,15696940.0,39592726.0,58587108.0,131460188.0,2010643.0,763168.0,1102902.0,1293361.0,1817140.0,5466505.0,2329502.0,3360716.0,3888226.0,5124827.0,6960907.0,1000927.0,2245315.0,2940014.0,5256775.0,19925513.0,13971525.0,17016317.0,18118913.0,19739747.0,15527267.0,10824751.0,13694226.0,14488758.0,15523583.0,Under $1
4721,AZ,2,389980,1929905,2000283,1319580,35216,58249,185863,5704,-27846,,2020,3215618.0,32156.0,160781.0,321562.0,1607809.0,485146.45,204753.15,144061.0,41941.0,245258932.0,47103663.0,84035268.0,111268058.0,210958892.0,157239175.0,15696940.0,39592726.0,58587108.0,131460188.0,2010643.0,763168.0,1102902.0,1293361.0,1817140.0,5466505.0,2329502.0,3360716.0,3888226.0,5124827.0,6960907.0,1000927.0,2245315.0,2940014.0,5256775.0,19925513.0,13971525.0,17016317.0,18118913.0,19739747.0,15527267.0,10824751.0,13694226.0,14488758.0,15523583.0,"$1 under $10,000"
4722,AZ,3,659040,11529275,11708625,7921953,75031,134822,859058,73981,-7982,,2020,3215618.0,32156.0,160781.0,321562.0,1607809.0,485146.45,204753.15,144061.0,41941.0,245258932.0,47103663.0,84035268.0,111268058.0,210958892.0,157239175.0,15696940.0,39592726.0,58587108.0,131460188.0,2010643.0,763168.0,1102902.0,1293361.0,1817140.0,5466505.0,2329502.0,3360716.0,3888226.0,5124827.0,6960907.0,1000927.0,2245315.0,2940014.0,5256775.0,19925513.0,13971525.0,17016317.0,18118913.0,19739747.0,15527267.0,10824751.0,13694226.0,14488758.0,15523583.0,"$10,000 under $25,000"
4723,AZ,4,890450,32230486,32549841,25782370,125200,240759,946119,192692,82740,,2020,3215618.0,32156.0,160781.0,321562.0,1607809.0,485146.45,204753.15,144061.0,41941.0,245258932.0,47103663.0,84035268.0,111268058.0,210958892.0,157239175.0,15696940.0,39592726.0,58587108.0,131460188.0,2010643.0,763168.0,1102902.0,1293361.0,1817140.0,5466505.0,2329502.0,3360716.0,3888226.0,5124827.0,6960907.0,1000927.0,2245315.0,2940014.0,5256775.0,19925513.0,13971525.0,17016317.0,18118913.0,19739747.0,15527267.0,10824751.0,13694226.0,14488758.0,15523583.0,"$25,000 under $50,000"
